#{"t_start": 1606164716.281729, "env_id": "MountainCar-v0"}
r,l,t
-107.0,107,306.085867
-158.0,158,306.132349
-200.0,200,306.446007
-200.0,200,306.75942
-200.0,200,307.065586
-200.0,200,307.376022
-175.0,175,307.424503
-89.0,89,307.711445
-200.0,200,307.758278
-200.0,200,308.047431
-200.0,200,308.33558
-200.0,200,308.623058
-200.0,200,308.924295
-200.0,200,308.964778
-200.0,200,309.251032
-149.0,149,309.523877
-200.0,200,309.565848
-200.0,200,309.866555
-200.0,200,310.149401
-200.0,200,310.433366
-200.0,200,310.71782
-200.0,200,310.760978
-200.0,200,311.052502
-200.0,200,311.335055
-170.0,170,311.609459
-149.0,149,311.64042
-149.0,149,311.94572
-200.0,200,312.25964
-200.0,200,312.323646
-162.0,162,312.681
-141.0,141,312.718092
-200.0,200,313.103661
-200.0,200,313.465888
-200.0,200,313.842102
-200.0,200,314.159163
-156.0,156,314.19445
-200.0,200,314.492069
-200.0,200,314.820672
-200.0,200,315.147809
-140.0,140,315.181461
-138.0,138,315.461378
-146.0,146,315.492855
-200.0,200,315.784122
-200.0,200,316.093155
-200.0,200,316.392435
-200.0,200,316.434838
-160.0,160,316.71696
-200.0,200,317.022506
-200.0,200,317.388694
-142.0,142,317.433566
-139.0,139,317.824298
-185.0,185,317.87322
-145.0,145,318.225984
-125.0,125,318.259099
-200.0,200,318.627542
-151.0,151,318.994504
-200.0,200,319.365693
-149.0,149,319.404336
-200.0,200,319.723106
-200.0,200,320.020515
-200.0,200,320.064757
-200.0,200,320.374356
-200.0,200,320.679688
-200.0,200,321.010784
-135.0,135,321.041318
-200.0,200,321.323912
-134.0,134,321.606949
-200.0,200,321.655483
-200.0,200,321.948409
-200.0,200,322.232319
-200.0,200,322.522903
-142.0,142,322.551904
-200.0,200,322.85495
-200.0,200,323.141511
-173.0,173,323.425968
-145.0,145,323.45848
-142.0,142,323.745479
-141.0,141,323.774826
-200.0,200,324.079354
-200.0,200,324.37186
-200.0,200,324.658523
-141.0,141,324.687477
-140.0,140,324.968605
-200.0,200,325.012679
-200.0,200,325.311182
-200.0,200,325.604065
-200.0,200,325.92102
-200.0,200,326.209352
-139.0,139,326.241089
-200.0,200,326.543686
-144.0,144,326.577499
-200.0,200,326.872424
-200.0,200,327.169174
-200.0,200,327.460636
-190.0,190,327.754445
-200.0,200,327.801675
-200.0,200,328.09312
-200.0,200,328.385979
-164.0,164,328.679994
-200.0,200,328.722714
-200.0,200,329.019914
-200.0,200,329.329326
-170.0,170,329.616401
-200.0,200,329.657988
-200.0,200,329.969528
-180.0,180,330.263144
-200.0,200,330.558072
-176.0,176,330.597648
-191.0,191,330.891279
-180.0,180,331.181972
-200.0,200,331.522357
-200.0,200,331.574813
-200.0,200,331.912354
-152.0,152,332.193644
-143.0,143,332.227884
-200.0,200,332.52285
-200.0,200,332.86911
-200.0,200,333.158701
-200.0,200,333.206919
-200.0,200,333.496843
-200.0,200,333.794811
-200.0,200,334.098104
-200.0,200,334.142221
-200.0,200,334.434957
-200.0,200,334.720703
-137.0,137,335.001643
-199.0,199,335.052801
-200.0,200,335.345157
-200.0,200,335.637537
-200.0,200,335.943416
-200.0,200,335.992848
-200.0,200,336.292881
-200.0,200,336.583452
-148.0,148,336.859647
-200.0,200,336.906229
-200.0,200,337.195425
-197.0,197,337.49551
-200.0,200,337.791887
-200.0,200,338.095867
-200.0,200,338.137538
-200.0,200,338.435765
-200.0,200,338.743131
-200.0,200,339.041094
-200.0,200,339.083367
-200.0,200,339.372432
-200.0,200,339.673571
-200.0,200,340.043223
-200.0,200,340.343872
-200.0,200,340.387719
-200.0,200,340.686159
-200.0,200,340.980802
-193.0,193,341.281423
-142.0,142,341.312238
-200.0,200,341.600636
-197.0,197,341.904947
-200.0,200,342.20058
-200.0,200,342.246973
-198.0,198,342.568057
-200.0,200,342.888505
-200.0,200,343.252195
-200.0,200,343.304212
-200.0,200,343.665648
-145.0,145,343.949825
-144.0,144,343.980473
-141.0,141,344.261684
-200.0,200,344.559132
-200.0,200,344.602496
-200.0,200,344.895137
-200.0,200,345.188036
-200.0,200,345.469469
-200.0,200,345.772991
-145.0,145,345.802816
-200.0,200,346.106071
-200.0,200,346.40883
-200.0,200,346.719662
-200.0,200,346.760276
-158.0,158,347.045804
-200.0,200,347.486081
-141.0,141,347.629283
-200.0,200,348.297511
-200.0,200,348.970247
-192.0,192,349.470739
-142.0,142,349.508708
-198.0,198,349.859514
-200.0,200,350.203807
-200.0,200,350.251041
-147.0,147,350.571437
-200.0,200,350.914423
-200.0,200,351.246474
-148.0,148,351.287957
-200.0,200,351.61895
-200.0,200,351.951571
-200.0,200,351.998275
-155.0,155,352.309788
-155.0,155,352.630551
-146.0,146,352.664971
-200.0,200,352.995684
-200.0,200,353.321399
-200.0,200,353.645452
-198.0,198,353.691218
-200.0,200,354.028986
-148.0,148,354.340083
-148.0,148,354.375502
-200.0,200,354.701334
-200.0,200,355.017095
-151.0,151,355.055928
-200.0,200,355.37817
-143.0,143,355.684359
-200.0,200,356.009122
-200.0,200,356.055443
-200.0,200,356.373007
-155.0,155,356.68807
-200.0,200,357.006897
-200.0,200,357.052238
-200.0,200,357.367364
-143.0,143,357.686672
-200.0,200,357.739693
-200.0,200,358.048895
-200.0,200,358.561253
-200.0,200,359.011362
-157.0,157,359.050202
-145.0,145,359.523986
-200.0,200,359.940883
-200.0,200,360.265938
-153.0,153,360.302741
-200.0,200,360.617255
-200.0,200,360.956768
-148.0,148,360.998168
-148.0,148,361.30836
-200.0,200,361.624642
-200.0,200,361.673842
-150.0,150,361.98294
-145.0,145,362.281427
-200.0,200,362.333847
-200.0,200,362.663475
-150.0,150,362.971999
-200.0,200,363.287131
-200.0,200,363.333476
-200.0,200,363.655443
-199.0,199,363.984192
-200.0,200,364.329489
-197.0,197,364.37744
-200.0,200,364.711932
-162.0,162,365.022537
-143.0,143,365.062448
-141.0,141,365.382003
-145.0,145,365.421188
-200.0,200,365.768967
-200.0,200,366.121174
-200.0,200,366.45901
-151.0,151,366.496916
-164.0,164,366.819644
-200.0,200,367.143247
-200.0,200,367.458177
-156.0,156,367.496304
-200.0,200,367.876391
-200.0,200,368.213193
-200.0,200,368.578194
-157.0,157,368.617602
-200.0,200,368.938228
-200.0,200,369.269722
-200.0,200,369.596972
-200.0,200,369.647674
-139.0,139,369.970719
-200.0,200,370.301835
-162.0,162,370.342286
-148.0,148,370.665041
-200.0,200,371.103595
-200.0,200,371.15278
-200.0,200,371.492733
-177.0,177,371.833552
-158.0,158,372.163806
-200.0,200,372.213951
-162.0,162,372.536205
-150.0,150,372.861234
-149.0,149,372.924725
-200.0,200,373.245991
-154.0,154,373.286855
-200.0,200,373.615751
-151.0,151,373.936729
-160.0,160,373.975641
-156.0,156,374.299732
-200.0,200,374.635314
-200.0,200,374.974274
-147.0,147,375.008857
-200.0,200,375.346131
-200.0,200,375.673582
-149.0,149,375.709103
-200.0,200,376.050962
-200.0,200,376.372165
-200.0,200,376.696343
-200.0,200,376.742395
-189.0,189,377.072073
-166.0,166,377.392708
-154.0,154,377.443106
-169.0,169,377.783836
-200.0,200,378.169045
-200.0,200,378.519649
-200.0,200,378.570486
-200.0,200,378.912325
-173.0,173,379.243528
-154.0,154,379.556856
-151.0,151,379.596067
-149.0,149,379.907568
-171.0,171,379.949118
-155.0,155,380.269334
-200.0,200,380.610519
-200.0,200,380.945633
-153.0,153,380.982995
-200.0,200,381.337751
-200.0,200,381.688451
-200.0,200,381.738397
-150.0,150,382.07173
-200.0,200,382.431852
-142.0,142,382.470191
-158.0,158,382.824879
-200.0,200,383.178066
-200.0,200,383.531644
-159.0,159,383.582324
-152.0,152,383.929151
-143.0,143,383.96325
-200.0,200,384.348715
-148.0,148,384.815081
-150.0,150,384.867427
-200.0,200,385.23726
-200.0,200,385.613314
-200.0,200,386.016638
-144.0,144,386.058625
-149.0,149,386.398927
-148.0,148,386.435441
-158.0,158,386.777886
-200.0,200,387.140262
-200.0,200,387.508973
-145.0,145,387.569742
-179.0,179,387.903241
-200.0,200,388.22203
-148.0,148,388.257829
-152.0,152,388.57419
-154.0,154,388.611864
-200.0,200,388.942822
-168.0,168,389.260727
-150.0,150,389.294783
-200.0,200,389.609812
-152.0,152,389.930312
-147.0,147,389.964867
-200.0,200,390.285609
-200.0,200,390.625843
-200.0,200,390.952963
-200.0,200,390.998758
-200.0,200,391.322487
-147.0,147,391.629393
-148.0,148,391.669366
-200.0,200,392.005032
-145.0,145,392.319913
-200.0,200,392.65415
-146.0,146,392.688387
-200.0,200,393.020424
-200.0,200,393.359243
-200.0,200,393.412686
-200.0,200,393.735186
-200.0,200,394.06056
-200.0,200,394.39118
-200.0,200,394.736742
-200.0,200,394.785772
-200.0,200,395.11428
-200.0,200,395.458004
-200.0,200,395.798846
-200.0,200,395.852108
-200.0,200,396.182787
-200.0,200,396.49366
-200.0,200,396.817933
-200.0,200,397.145361
-200.0,200,397.199267
-200.0,200,397.538316
-200.0,200,397.863707
-167.0,167,398.256153
-200.0,200,398.337539
-144.0,144,398.66726
-154.0,154,398.980888
-200.0,200,399.026514
-200.0,200,399.340185
-200.0,200,399.663107
-200.0,200,400.003006
-200.0,200,400.047555
-200.0,200,400.362489
-200.0,200,400.673637
-200.0,200,400.997504
-200.0,200,401.326065
-200.0,200,401.370811
-200.0,200,401.688328
-200.0,200,402.010399
-200.0,200,402.305928
-200.0,200,402.352968
-200.0,200,402.644189
-200.0,200,402.959437
-200.0,200,403.278478
-200.0,200,403.582605
-200.0,200,403.638312
-200.0,200,404.010521
-200.0,200,404.381974
-200.0,200,404.684973
-200.0,200,405.039798
-200.0,200,405.089366
-200.0,200,405.387403
-200.0,200,405.685979
-200.0,200,406.043241
-200.0,200,406.092813
-200.0,200,406.431531
-200.0,200,406.758727
-200.0,200,407.121754
-200.0,200,407.471879
-200.0,200,407.524546
-200.0,200,407.892432
-200.0,200,408.250289
-200.0,200,408.62047
-200.0,200,408.672083
-200.0,200,408.972789
-200.0,200,409.275052
-200.0,200,409.589674
-200.0,200,409.901424
-200.0,200,409.946355
-200.0,200,410.244258
-200.0,200,410.543833
-200.0,200,410.862862
-200.0,200,410.907501
-200.0,200,411.195663
-200.0,200,411.50151
-200.0,200,411.812359
-200.0,200,412.153523
-200.0,200,412.200808
-200.0,200,412.499373
-200.0,200,412.810407
-200.0,200,413.114675
-200.0,200,413.405905
-200.0,200,413.45233
-200.0,200,413.759495
-200.0,200,414.054101
-200.0,200,414.367663
-200.0,200,414.420801
-138.0,138,414.72329
-146.0,146,415.004444
-200.0,200,415.048887
-200.0,200,415.343774
-200.0,200,415.64466
-200.0,200,415.940872
-200.0,200,415.98378
-200.0,200,416.274933
-200.0,200,416.559949
-200.0,200,416.861897
-200.0,200,417.160702
-200.0,200,417.213691
-200.0,200,417.545073
-200.0,200,417.846183
-200.0,200,418.198341
-154.0,154,418.232767
-200.0,200,418.53496
-200.0,200,418.839952
-200.0,200,419.135007
-200.0,200,419.185725
-200.0,200,419.477417
-200.0,200,419.798205
-200.0,200,420.106962
-200.0,200,420.454199
-200.0,200,420.509269
-200.0,200,420.85044
-200.0,200,421.190279
-200.0,200,421.521925
-200.0,200,421.570947
-200.0,200,421.91074
-200.0,200,422.25164
-200.0,200,422.582749
-200.0,200,422.964814
-200.0,200,423.013396
-200.0,200,423.333941
-200.0,200,423.652941
-200.0,200,423.977535
-200.0,200,424.028608
-200.0,200,424.366725
-200.0,200,424.693646
-200.0,200,425.00575
-200.0,200,425.363217
-200.0,200,425.413916
-200.0,200,425.734272
-200.0,200,426.060836
-200.0,200,426.37365
-200.0,200,426.420045
-200.0,200,426.735563
-200.0,200,427.048993
-200.0,200,427.373015
-200.0,200,427.683873
-200.0,200,427.731494
-200.0,200,428.073013
-200.0,200,428.399079
-200.0,200,428.735066
-200.0,200,429.04013
-200.0,200,429.083445
-200.0,200,429.427625
-200.0,200,429.741887
-200.0,200,430.039065
-200.0,200,430.081047
-200.0,200,430.375009
-200.0,200,430.674876
-200.0,200,430.993456
-200.0,200,431.308833
-200.0,200,431.355797
-200.0,200,431.667418
-200.0,200,431.980176
-200.0,200,432.413712
-200.0,200,432.47289
-200.0,200,432.81292
-200.0,200,433.140831
-200.0,200,433.457409
-200.0,200,433.78221
-200.0,200,433.834243
-200.0,200,434.165782
-200.0,200,434.49223
-200.0,200,434.812083
-200.0,200,434.860433
-200.0,200,435.207209
-200.0,200,435.534759
-200.0,200,435.86479
-200.0,200,436.18825
-200.0,200,436.236329
-200.0,200,436.566207
-200.0,200,436.887802
-200.0,200,437.211654
-200.0,200,437.548162
-200.0,200,437.595106
-200.0,200,437.917171
-200.0,200,438.238981
-200.0,200,438.55772
-200.0,200,438.604168
-200.0,200,438.92299
-200.0,200,439.246379
-200.0,200,439.56138
-170.0,170,439.600384
-200.0,200,439.925323
-200.0,200,440.244493
-200.0,200,440.591061
-200.0,200,440.925286
-200.0,200,440.974376
-200.0,200,441.309426
-200.0,200,441.653483
-200.0,200,441.996589
-200.0,200,442.045506
-200.0,200,442.390777
-200.0,200,442.72435
-200.0,200,443.07009
-200.0,200,443.413624
-200.0,200,443.461657
-200.0,200,443.793118
-200.0,200,444.114193
-200.0,200,444.436556
-200.0,200,444.747007
-200.0,200,444.797728
-200.0,200,445.089125
-200.0,200,445.385966
-200.0,200,445.704089
-200.0,200,445.754803
-200.0,200,446.079355
-200.0,200,446.384157
-200.0,200,446.687923
-200.0,200,447.00633
-200.0,200,447.054921
-200.0,200,447.363545
-200.0,200,447.662715
-200.0,200,447.980942
-200.0,200,448.023225
-200.0,200,448.338404
-200.0,200,448.63219
-200.0,200,448.929566
-200.0,200,449.219696
-200.0,200,449.263387
-200.0,200,449.579514
-200.0,200,449.886386
-200.0,200,450.179952
-200.0,200,450.224827
-200.0,200,450.52546
-200.0,200,450.858486
-200.0,200,451.187586
-200.0,200,451.514135
-200.0,200,451.560837
-200.0,200,451.874479
-200.0,200,452.187487
-200.0,200,452.50102
-200.0,200,452.815714
-200.0,200,452.866692
-200.0,200,453.203272
-200.0,200,453.531805
-200.0,200,453.850558
-200.0,200,453.896201
-200.0,200,454.206585
-200.0,200,454.516757
-200.0,200,454.82763
-200.0,200,455.148566
-200.0,200,455.196015
-200.0,200,455.494062
-200.0,200,455.812758
-200.0,200,456.141488
-200.0,200,456.18666
-200.0,200,456.501871
-200.0,200,456.809071
-200.0,200,457.143335
-200.0,200,457.513096
-200.0,200,457.566601
-200.0,200,457.945919
-200.0,200,458.3084
-200.0,200,458.663106
-200.0,200,458.720322
-200.0,200,459.072381
-200.0,200,459.415128
-200.0,200,459.750132
-200.0,200,460.091631
-200.0,200,460.14735
-200.0,200,460.4805
-200.0,200,460.809585
-200.0,200,461.139608
-200.0,200,461.474927
-200.0,200,461.53086
-200.0,200,461.858673
-200.0,200,462.183002
-200.0,200,462.511093
-200.0,200,462.560133
-200.0,200,462.891854
-200.0,200,463.219943
-200.0,200,463.583989
-200.0,200,463.910084
-200.0,200,463.958123
-200.0,200,464.28095
-200.0,200,464.613529
-200.0,200,464.935318
-200.0,200,464.984364
-200.0,200,465.310469
-200.0,200,465.645889
-200.0,200,465.981009
-200.0,200,466.303847
-200.0,200,466.351909
-200.0,200,466.677848
-200.0,200,467.017323
-200.0,200,467.347112
-200.0,200,467.395751
-200.0,200,467.739127
-200.0,200,468.079853
-200.0,200,468.421627
-200.0,200,468.765872
-200.0,200,468.815067
-200.0,200,469.159226
-200.0,200,469.463683
-200.0,200,469.805364
-200.0,200,470.125266
-200.0,200,470.176493
-200.0,200,470.49663
-200.0,200,470.825675
-200.0,200,471.159757
-200.0,200,471.205547
-200.0,200,471.505123
-200.0,200,471.809888
-200.0,200,472.124301
-200.0,200,472.4357
-200.0,200,472.482074
-200.0,200,472.789012
-200.0,200,473.091023
-200.0,200,473.397359
-200.0,200,473.447443
-200.0,200,473.81613
-200.0,200,474.124063
-200.0,200,474.442687
-200.0,200,474.739013
-200.0,200,474.786441
-200.0,200,475.129238
-200.0,200,475.458759
-200.0,200,475.766329
-200.0,200,475.812123
-200.0,200,476.142118
-200.0,200,476.463517
-200.0,200,476.783304
-200.0,200,477.095732
-200.0,200,477.142304
-200.0,200,477.463895
-200.0,200,477.756892
-200.0,200,478.07984
-200.0,200,478.389038
-200.0,200,478.444218
-200.0,200,478.789176
-200.0,200,479.126057
-200.0,200,479.455063
-200.0,200,479.5031
-200.0,200,479.812243
-200.0,200,480.126042
-200.0,200,480.434146
-200.0,200,480.756986
-200.0,200,480.803679
-200.0,200,481.137584
-200.0,200,481.46712
-200.0,200,481.790588
-200.0,200,481.839842
-200.0,200,482.16639
-200.0,200,482.487923
-200.0,200,482.823781
-200.0,200,483.171583
-200.0,200,483.221355
-200.0,200,483.575891
-200.0,200,483.92027
-200.0,200,484.271716
-200.0,200,484.322013
-200.0,200,484.666592
-200.0,200,485.007434
-200.0,200,485.332998
-200.0,200,485.643493
-200.0,200,485.687716
-200.0,200,486.000898
-200.0,200,486.309882
-200.0,200,486.615532
-200.0,200,486.952416
-200.0,200,487.00449
-200.0,200,487.324163
-200.0,200,487.631205
-200.0,200,487.940014
-200.0,200,487.990123
-200.0,200,488.30549
-200.0,200,488.616117
-200.0,200,488.903402
-200.0,200,489.199747
-200.0,200,489.250909
-200.0,200,489.542472
-200.0,200,489.833945
-200.0,200,490.132777
-200.0,200,490.176012
-200.0,200,490.515775
-200.0,200,490.814218
-200.0,200,491.123784
-200.0,200,491.440356
-200.0,200,491.485784
-200.0,200,491.801106
-200.0,200,492.109523
-200.0,200,492.399093
-200.0,200,492.448625
-200.0,200,492.738246
-200.0,200,493.057777
-200.0,200,493.365205
-200.0,200,493.681873
-200.0,200,493.724459
-200.0,200,494.045229
-200.0,200,494.380539
-200.0,200,494.710978
-200.0,200,495.046403
-200.0,200,495.09841
-200.0,200,495.437002
-200.0,200,495.775094
-200.0,200,496.110344
-200.0,200,496.164765
-200.0,200,496.506165
-200.0,200,496.830919
-200.0,200,497.17311
-200.0,200,497.533908
-200.0,200,497.581761
-200.0,200,497.907813
-200.0,200,498.224051
-200.0,200,498.5532
-200.0,200,498.605545
-200.0,200,498.952266
-200.0,200,499.269249
-200.0,200,499.568629
-200.0,200,499.877944
-200.0,200,499.920386
-200.0,200,500.213157
-200.0,200,500.502252
-200.0,200,500.805251
-200.0,200,500.853393
-200.0,200,501.146356
-200.0,200,501.446395
-200.0,200,501.767229
-200.0,200,502.075429
-200.0,200,502.125953
-200.0,200,502.43481
-200.0,200,502.736797
-200.0,200,503.053701
-200.0,200,503.364658
-200.0,200,503.420268
-200.0,200,503.724084
-200.0,200,504.03291
-200.0,200,504.344591
-200.0,200,504.389531
-200.0,200,504.708921
-200.0,200,505.017519
-200.0,200,505.347503
-200.0,200,505.674259
-200.0,200,505.720295
-200.0,200,506.026358
-200.0,200,506.370081
-200.0,200,506.690717
-200.0,200,506.739141
-200.0,200,507.060581
-200.0,200,507.377735
-200.0,200,507.701394
-200.0,200,508.041631
-200.0,200,508.097678
-200.0,200,508.455655
-200.0,200,508.806953
-200.0,200,509.112716
-200.0,200,509.157075
-200.0,200,509.473528
-200.0,200,509.786388
-200.0,200,510.110051
-200.0,200,510.444461
-200.0,200,510.491867
-200.0,200,510.831416
-200.0,200,511.173146
-200.0,200,511.527754
-200.0,200,511.880047
-200.0,200,511.930904
-200.0,200,512.283545
-200.0,200,512.618003
-200.0,200,512.964316
-200.0,200,513.015204
-200.0,200,513.35266
-200.0,200,513.681453
-200.0,200,514.008167
-200.0,200,514.345411
-200.0,200,514.391997
-200.0,200,514.714657
-200.0,200,515.040155
-200.0,200,515.358238
-200.0,200,515.409258
-200.0,200,515.726926
-200.0,200,516.045677
-200.0,200,516.383919
-200.0,200,516.692285
-200.0,200,516.745162
-200.0,200,517.089367
-200.0,200,517.397644
-200.0,200,517.69188
-200.0,200,517.736795
-200.0,200,518.03727
-200.0,200,518.35594
-200.0,200,518.656274
-170.0,170,518.691482
-200.0,200,518.994532
-200.0,200,519.299238
-200.0,200,519.587563
-200.0,200,519.90047
-200.0,200,519.942235
-200.0,200,520.237459
-200.0,200,520.540482
-200.0,200,520.84174
-200.0,200,521.128378
-200.0,200,521.174834
-200.0,200,521.467029
-200.0,200,521.797721
-200.0,200,522.121538
-200.0,200,522.168109
-200.0,200,522.490143
-200.0,200,522.836873
-200.0,200,523.156691
-200.0,200,523.468866
-200.0,200,523.513108
-200.0,200,523.835651
-200.0,200,524.190823
-200.0,200,524.507661
-200.0,200,524.552192
-200.0,200,524.870836
-200.0,200,525.18044
-200.0,200,525.484265
-200.0,200,525.827289
-200.0,200,525.871181
-200.0,200,526.168258
-200.0,200,526.467505
-200.0,200,526.760149
-200.0,200,526.808876
-200.0,200,527.123213
-200.0,200,527.469282
-200.0,200,527.819498
-200.0,200,528.11905
-200.0,200,528.168524
-200.0,200,528.503603
-200.0,200,528.850444
-200.0,200,529.14934
-200.0,200,529.439524
-200.0,200,529.491061
-200.0,200,529.784183
-200.0,200,530.121617
-200.0,200,530.417263
-200.0,200,530.461267
-200.0,200,530.756396
-200.0,200,531.052753
-200.0,200,531.347267
-200.0,200,531.661635
-200.0,200,531.712814
-200.0,200,532.02253
-200.0,200,532.328109
-153.0,153,532.363487
-160.0,160,532.674497
-200.0,200,532.98921
-200.0,200,533.288292
-153.0,153,533.328343
-174.0,174,533.615766
-200.0,200,533.918756
-200.0,200,534.21867
-200.0,200,534.263767
-200.0,200,534.571987
-148.0,148,534.895868
-200.0,200,534.940453
-147.0,147,535.242888
-152.0,152,535.548116
-149.0,149,535.581418
-151.0,151,535.882797
-161.0,161,535.923814
-200.0,200,536.242668
-200.0,200,536.585552
-169.0,169,536.877975
-154.0,154,536.912404
-160.0,160,537.207696
-146.0,146,537.238136
-141.0,141,537.53783
-147.0,147,537.847167
-146.0,146,537.881115
-153.0,153,538.170211
-147.0,147,538.200279
-144.0,144,538.506764
-149.0,149,538.539505
-144.0,144,538.819174
-145.0,145,539.106063
-149.0,149,539.139558
-147.0,147,539.432781
-147.0,147,539.468746
-149.0,149,539.775227
-140.0,140,539.810085
-143.0,143,540.095857
-139.0,139,540.370983
-147.0,147,540.4064
-144.0,144,540.6991
-144.0,144,540.743636
-147.0,147,541.050854
-181.0,181,541.329724
-113.0,113,541.356667
-115.0,115,541.380685
-111.0,111,541.648572
-184.0,184,541.944019
-136.0,136,541.974171
-144.0,144,542.253818
-112.0,112,542.279251
-190.0,190,542.566232
-142.0,142,542.599549
-145.0,145,542.880816
-189.0,189,543.169089
-114.0,114,543.193902
-128.0,128,543.490803
-114.0,114,543.51517
-112.0,112,543.835834
-185.0,185,543.883892
-169.0,169,544.18486
-112.0,112,544.211328
-142.0,142,544.513807
-186.0,186,544.862478
-186.0,186,544.912583
-180.0,180,545.203793
-124.0,124,545.518217
-112.0,112,545.543266
-176.0,176,545.829439
-112.0,112,545.859378
-169.0,169,546.153267
-121.0,121,546.180015
-176.0,176,546.471147
-119.0,119,546.498583
-190.0,190,546.847063
-183.0,183,547.137813
-121.0,121,547.173637
-178.0,178,547.498098
-120.0,120,547.528911
-191.0,191,547.870843
-122.0,122,548.16145
-198.0,198,548.20288
-122.0,122,548.485536
-126.0,126,548.514316
-119.0,119,548.811607
-123.0,123,548.838958
-191.0,191,549.13168
-119.0,119,549.405249
-119.0,119,549.434236
-126.0,126,549.71492
-142.0,142,549.751736
-122.0,122,550.044287
-120.0,120,550.0751
-182.0,182,550.362034
-148.0,148,550.393256
-168.0,168,550.680058
-174.0,174,550.97771
-122.0,122,551.004057
-200.0,200,551.299641
-194.0,194,551.592833
-200.0,200,551.643139
-190.0,190,551.942389
-200.0,200,552.244177
-187.0,187,552.526755
-124.0,124,552.559837
-130.0,130,552.838865
-119.0,119,552.864596
-121.0,121,553.141227
-194.0,194,553.193745
-194.0,194,553.496587
-200.0,200,553.792901
-115.0,115,553.81798
-187.0,187,554.126036
-124.0,124,554.406982
-181.0,181,554.448247
-200.0,200,554.743223
-200.0,200,555.033517
-180.0,180,555.340325
-200.0,200,555.384824
-200.0,200,555.696161
-200.0,200,556.011559
-178.0,178,556.297786
-200.0,200,556.340598
-191.0,191,556.654033
-176.0,176,556.966458
-125.0,125,556.997564
-200.0,200,557.303757
-200.0,200,557.674149
-200.0,200,558.004325
-200.0,200,558.057732
-188.0,188,558.364668
-180.0,180,558.675699
-200.0,200,558.984052
-200.0,200,559.028054
-200.0,200,559.322104
-122.0,122,559.599829
-200.0,200,559.657697
-200.0,200,560.000764
-200.0,200,560.333364
-193.0,193,560.63987
-200.0,200,560.953612
-116.0,116,560.983309
-185.0,185,561.304894
-117.0,117,561.333973
-200.0,200,561.681265
-200.0,200,562.013446
-200.0,200,562.331714
-200.0,200,562.385072
-200.0,200,562.710143
-200.0,200,563.032852
-200.0,200,563.354329
-200.0,200,563.403464
-200.0,200,563.729646
-200.0,200,564.056482
-200.0,200,564.374748
-195.0,195,564.722665
-200.0,200,564.774123
-200.0,200,565.133387
-129.0,129,565.471342
-200.0,200,565.522686
-200.0,200,565.861993
-200.0,200,566.175169
-200.0,200,566.49836
-200.0,200,566.805296
-200.0,200,566.855852
-200.0,200,567.147817
-200.0,200,567.437856
-200.0,200,567.756168
-200.0,200,567.805321
-200.0,200,568.111638
-139.0,139,568.407232
-200.0,200,568.724985
-200.0,200,568.777855
-132.0,132,569.107042
-200.0,200,569.439406
-135.0,135,569.469174
-200.0,200,569.767875
-200.0,200,570.10929
-200.0,200,570.429058
-200.0,200,570.471411
-200.0,200,570.777117
-200.0,200,571.073145
-200.0,200,571.416054
-200.0,200,571.465622
-200.0,200,571.768549
-200.0,200,572.05731
-200.0,200,572.349602
-134.0,134,572.377742
-200.0,200,572.680557
-200.0,200,572.982501
-200.0,200,573.340778
-200.0,200,573.393582
-134.0,134,573.676083
-135.0,135,573.711958
-200.0,200,574.009797
-200.0,200,574.305868
-200.0,200,574.600361
-200.0,200,574.895749
-133.0,133,574.925899
-200.0,200,575.240838
-131.0,131,575.273076
-200.0,200,575.573424
-134.0,134,575.86551
-132.0,132,575.894262
-130.0,130,576.178569
-200.0,200,576.472888
-139.0,139,576.508893
-200.0,200,576.803745
-132.0,132,576.832552
-125.0,125,577.109642
-200.0,200,577.417676
-200.0,200,577.462659
-137.0,137,577.760061
-200.0,200,578.075668
-200.0,200,578.120519
-129.0,129,578.414285
-133.0,133,578.715277
-137.0,137,578.744282
-124.0,124,579.043775
-125.0,125,579.071901
-126.0,126,579.362146
-148.0,148,579.392886
-128.0,128,579.671363
-200.0,200,579.712769
-200.0,200,580.032876
-200.0,200,580.331796
-200.0,200,580.624035
-200.0,200,580.921662
-200.0,200,580.968983
-126.0,126,581.240546
-124.0,124,581.266721
-125.0,125,581.548661
-131.0,131,581.579408
-127.0,127,581.872836
-130.0,130,581.90026
-200.0,200,582.196109
-123.0,123,582.477726
-126.0,126,582.506436
-143.0,143,582.802142
-122.0,122,582.83169
-126.0,126,583.121727
-141.0,141,583.156325
-200.0,200,583.460558
-200.0,200,583.761523
-122.0,122,583.790958
-122.0,122,584.112075
-123.0,123,584.138895
-119.0,119,584.419582
-200.0,200,584.464143
-122.0,122,584.734574
-120.0,120,584.764685
-120.0,120,585.066445
-118.0,118,585.10247
-200.0,200,585.455363
-121.0,121,585.494162
-200.0,200,585.83645
-122.0,122,586.151136
-126.0,126,586.179307
-122.0,122,586.482747
-125.0,125,586.519114
-200.0,200,586.832021
-199.0,199,587.136569
-120.0,120,587.162984
-116.0,116,587.47344
-117.0,117,587.512923
-195.0,195,587.828332
-200.0,200,588.143816
-145.0,145,588.176324
-150.0,150,588.487566
-189.0,189,588.788675
-123.0,123,588.817548
-165.0,165,589.112216
-157.0,157,589.155591
