#{"t_start": 1606393646.0302458, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-115.561901,1000,7632.828551
-106.722203,1000,7635.583699
-92.386265,1000,7651.15771
-92.230976,1000,7654.740552
-130.137906,1000,7669.88711
-112.185323,211,7670.146205
-103.063864,1000,7685.331831
-122.987892,345,7685.731533
-134.824931,328,7686.24202
-157.629955,1000,7688.851228
-205.154271,721,7701.94253
-107.712873,246,7702.237245
-134.913515,280,7702.623205
-95.167804,1000,7705.071084
-126.041624,1000,7720.474048
-132.532896,1000,7723.013887
-186.833967,644,7736.144413
-106.144784,1000,7739.369824
-161.181418,440,7739.988077
-223.517493,846,7753.11068
-107.913264,1000,7754.992156
-122.894272,203,7755.213312
-138.130023,233,7767.963396
-159.422667,1000,7773.373666
-260.224575,901,7776.867685
-117.930076,1000,7791.905525
-120.352152,206,7792.13246
-111.644275,1000,7805.906931
-141.511953,275,7806.263679
-117.548318,285,7806.637593
-115.49551,152,7806.775484
-110.011194,163,7806.925387
-162.499765,1000,7809.808475
-119.47383,208,7821.885712
-109.29172,190,7822.091065
-102.465628,212,7822.340167
-90.595061,1000,7826.160473
-103.749197,1000,7842.742213
-116.010155,210,7842.955206
-116.508613,158,7843.117143
-101.432814,218,7843.334906
-124.333756,1000,7857.010503
-127.72848,226,7857.263975
-221.124066,812,7859.566378
-115.232803,1000,7873.306135
-130.476787,288,7873.764939
-93.675355,228,7874.024771
-114.148828,166,7874.204373
-235.54356,811,7876.742026
-134.249459,165,7876.928386
